person,label
4886f805,0.0755209922791
0297fc1e,0.186107829213
2d681dd8,0.0780094414949
cccea85e,0.493655204773
4c8a8b93,0.124545492232
29ebb414,0.0829378217459
3dc1950f,0.177216172218
8ea4c165,0.138976052403
d8cfe234,0.114904493093
d6bc64df,0.123669661582
ec9c4059,0.103992380202
d21b8e6b,0.0764154568315
2a724d87,0.0755209922791
686c49c9,0.428242176771
a08d42ea,0.0938331931829
c98f5cf1,0.140743225813
d614c608,0.0755209922791
e45acd53,0.476606756449
7d876393,0.178461194038
f5af843f,0.157182633877
5a724794,0.12998701632
00091926,0.169774338603
55d1e0ee,0.150744363666
f87be219,0.0755209922791
49c19e32,0.118523545563
bb78c182,0.0755209922791
e2bfe05f,0.0755209922791
0e9d0ae2,0.0780094414949
cb68850c,0.0755209922791
f30ef764,0.0829378217459
ca5fa859,0.0755209922791
4f06f2dd,0.0911664739251
872d9b83,0.523597598076
dca7e4fa,0.117883652449
3cb2bfc5,0.0780094414949
0ec008ff,0.56913292408
19876c5b,0.13828356564
36606944,0.118252910674
3c36c384,0.0846383571625
25ec69e5,0.0755209922791
02a9fd4c,0.127172723413
e9c847d7,0.13951548934
8f7d334b,0.119963169098
fd683087,0.29930716753
aa5593bc,0.135807022452
e39a4b4f,0.135807022452
8aeb37ef,0.116369083524
c76b8417,0.282003641129
b51c3897,0.161105677485
49013e40,0.244664236903
18ad1f7c,0.147292390466
ea679233,0.476443320513
39df97e0,0.286284327507
4473cb91,0.0858673229814
a90bb821,0.190074115992
66f3c5a8,0.116028219461
6972936f,0.115429446101
f484e20b,0.444946944714
bb5c496a,0.256781280041
fa15dd75,0.262190580368
8036d563,0.0879774913192
051b11a7,0.138702318072
a708f6b7,0.109305515885
8af64425,0.196332678199
290a4ade,0.140725016594
5ea8fd22,0.116028219461
73f02c61,0.201944723725
b364ac0f,0.16470362246
27c4deeb,0.127719342709
1a8f3e6d,0.212113648653
75aea7ed,0.124914139509
68bee360,0.204410985112
7363f782,0.187026724219
5f5a1be2,0.188676744699
f2ab91ec,0.160685271025
f7e13865,0.153080433607
f70a331b,0.137322887778
69fe770b,0.101254545152
73b5ddeb,0.21309876442
3aae4375,0.165279895067
2beddf66,0.100130088627
17b858f9,0.116028219461
