person,label
4886f805,0.00293378038558
0297fc1e,0.043266301036
2d681dd8,0.00293378038558
cccea85e,0.25652173913
4c8a8b93,0.043266301036
29ebb414,0.00293378038558
3dc1950f,0.043266301036
8ea4c165,0.043266301036
d8cfe234,0.00293378038558
d6bc64df,0.043266301036
ec9c4059,0.0252365930599
d21b8e6b,0.00293378038558
2a724d87,0.00293378038558
686c49c9,0.182950819672
a08d42ea,0.00293378038558
c98f5cf1,0.043266301036
d614c608,0.00293378038558
e45acd53,0.0872483221477
7d876393,0.043266301036
f5af843f,0.043266301036
5a724794,0.043266301036
00091926,0.043266301036
55d1e0ee,0.0252365930599
f87be219,0.00293378038558
49c19e32,0.00293378038558
bb78c182,0.00293378038558
e2bfe05f,0.00293378038558
0e9d0ae2,0.00293378038558
cb68850c,0.00293378038558
f30ef764,0.00293378038558
ca5fa859,0.00293378038558
4f06f2dd,0.00293378038558
872d9b83,0.25652173913
dca7e4fa,0.043266301036
3cb2bfc5,0.00293378038558
0ec008ff,0.25652173913
19876c5b,0.043266301036
36606944,0.00293378038558
3c36c384,0.00293378038558
25ec69e5,0.00293378038558
02a9fd4c,0.0252365930599
e9c847d7,0.0264187866928
8f7d334b,0.043266301036
fd683087,0.043266301036
aa5593bc,0.043266301036
e39a4b4f,0.043266301036
8aeb37ef,0.0252365930599
c76b8417,0.043266301036
b51c3897,0.0134983127109
49013e40,0.043266301036
18ad1f7c,0.043266301036
ea679233,0.182950819672
39df97e0,0.111111111111
4473cb91,0.00293378038558
a90bb821,0.0134983127109
66f3c5a8,0.0134983127109
6972936f,0.0134983127109
f484e20b,0.182950819672
bb5c496a,0.043266301036
fa15dd75,0.0
8036d563,0.0134983127109
051b11a7,0.0134983127109
a708f6b7,0.0134983127109
8af64425,0.043266301036
290a4ade,0.043266301036
5ea8fd22,0.0134983127109
73f02c61,0.043266301036
b364ac0f,0.043266301036
27c4deeb,0.0134983127109
1a8f3e6d,0.043266301036
75aea7ed,0.0134983127109
68bee360,0.043266301036
7363f782,0.043266301036
5f5a1be2,0.043266301036
f2ab91ec,0.0252365930599
f7e13865,0.0252365930599
f70a331b,0.0134983127109
69fe770b,0.0134983127109
73b5ddeb,0.043266301036
3aae4375,0.043266301036
2beddf66,0.0134983127109
17b858f9,0.0134983127109
f75b14e8,0.0134983127109
67ec6a13,0.25652173913
2466dcee,0.182950819672
bbac557c,0.043266301036
57d078f9,0.182950819672
6791adff,0.0134983127109
2fca45c7,0.111111111111
ee7d1909,0.0134983127109
b87bf3c0,0.043266301036
229a0726,0.0134983127109
e28fa553,0.043266301036
e2d69e04,0.043266301036
f99328eb,0.043266301036
7a98e5bb,0.0134983127109
60d720a3,0.0134983127109
8f6d708a,0.0264187866928
91a293e8,0.043266301036
dbff7610,0.0252365930599
c104bc78,0.0264187866928
b3bf2435,0.0872483221477
8611216e,0.043266301036
2454293c,0.00293378038558
82d31364,0.043266301036
f1f2d6aa,0.0252365930599
45599974,0.0872483221477
b8112306,0.0134983127109
7e317918,0.0134983127109
a30504be,0.0134983127109
f88200f4,0.043266301036
97267956,0.043266301036
2fec9bbc,0.043266301036
4e5d317d,0.0134983127109
f8e37457,0.0134983127109
9411a009,0.00293378038558
166bf528,0.25652173913
5429fbb6,0.0264187866928
49ff6d6e,0.043266301036
19c94e0b,0.043266301036
0ff75b46,0.182950819672
224613bb,0.043266301036
179720f1,0.0134983127109
1070bca3,0.0134983127109
a5d31df5,0.0264187866928
4e5c868d,0.043266301036
653f68fe,0.0134983127109
3ebc771d,0.182950819672
517bf648,0.10375
254f8761,0.25652173913
c844a662,0.25652173913
7f6c85e8,0.0134983127109
35ee0cc8,0.0872483221477
