person,label
4886f805,0.0371387861669
0297fc1e,0.208447545767
2d681dd8,0.0491849817336
cccea85e,0.250843465328
4c8a8b93,0.128328248858
29ebb414,0.0419380143285
3dc1950f,0.182454556227
8ea4c165,0.130755633116
d8cfe234,0.134045705199
d6bc64df,0.141926318407
ec9c4059,0.149440199137
d21b8e6b,0.0369657948613
2a724d87,0.0387939698994
686c49c9,0.505212605
a08d42ea,0.129945546389
c98f5cf1,0.175899773836
d614c608,0.0385941192508
e45acd53,0.416002124548
7d876393,0.152020394802
f5af843f,0.178031504154
5a724794,0.169074431062
00091926,0.248979702592
55d1e0ee,0.165714547038
f87be219,0.0372718311846
49c19e32,0.102071613073
bb78c182,0.0392079651356
e2bfe05f,0.035923153162
0e9d0ae2,0.0412941090763
cb68850c,0.039561945945
f30ef764,0.038287319243
ca5fa859,0.0456807948649
4f06f2dd,0.0721428245306
872d9b83,0.642900764942
dca7e4fa,0.136449158192
3cb2bfc5,0.0412941090763
0ec008ff,0.648567974567
19876c5b,0.368154108524
36606944,0.159314081073
3c36c384,0.0649229586124
25ec69e5,0.0384164862335
02a9fd4c,0.149987146258
e9c847d7,0.172651231289
8f7d334b,0.121339343488
fd683087,0.358115524054
aa5593bc,0.114518970251
e39a4b4f,0.0954929068685
8aeb37ef,0.101301014423
c76b8417,0.233421385288
b51c3897,0.212438642979
49013e40,0.285373538733
18ad1f7c,0.166476011276
ea679233,0.604474127293
39df97e0,0.248231083155
4473cb91,0.0525458157063
a90bb821,0.165976732969
66f3c5a8,0.114508330822
6972936f,0.114676252007
f484e20b,0.54269015789
bb5c496a,0.307066470385
fa15dd75,0.373356163502
8036d563,0.0514140091836
051b11a7,0.126508057117
a708f6b7,0.121586449444
8af64425,0.340419054031
290a4ade,0.151047766209
5ea8fd22,0.111733645201
73f02c61,0.234345525503
b364ac0f,0.120723880827
27c4deeb,0.151301339269
1a8f3e6d,0.164170905948
75aea7ed,0.124226041138
68bee360,0.244615271688
7363f782,0.28515458107
5f5a1be2,0.148573458195
f2ab91ec,0.171450927854
f7e13865,0.134671583772
f70a331b,0.143909782171
69fe770b,0.064279332757
73b5ddeb,0.229202583432
3aae4375,0.157997682691
2beddf66,0.0714985728264
17b858f9,0.0938451513648
f75b14e8,0.0773464590311
67ec6a13,0.568921327591
2466dcee,0.532731831074
bbac557c,0.161006987095
57d078f9,0.521695911884
6791adff,0.13750782609
2fca45c7,0.329108476639
ee7d1909,0.119710020721
b87bf3c0,0.425038129091
229a0726,0.103978656232
e28fa553,0.278660774231
e2d69e04,0.155631586909
f99328eb,0.317343711853
7a98e5bb,0.0539249479771
60d720a3,0.0558814890683
8f6d708a,0.142979934812
91a293e8,0.401439666748
dbff7610,0.130796179175
c104bc78,0.298131763935
b3bf2435,0.329625248909
8611216e,0.367502868176
2454293c,0.130188345909
82d31364,0.168422669172
f1f2d6aa,0.227316766977
45599974,0.37637129426
b8112306,0.0700577050447
7e317918,0.0726700872183
a30504be,0.117571048439
f88200f4,0.403289377689
97267956,0.183396533132
2fec9bbc,0.194046884775
4e5d317d,0.0513654090464
f8e37457,0.141058385372
9411a009,0.0526615157723
166bf528,0.508096277714
5429fbb6,0.102127484977
49ff6d6e,0.270676881075
19c94e0b,0.187563478947
0ff75b46,0.427068680525
224613bb,0.235269218683
179720f1,0.156579211354
1070bca3,0.138991191983
a5d31df5,0.0831629410386
4e5c868d,0.324094593525
653f68fe,0.0700333863497
3ebc771d,0.516021966934
517bf648,0.359128564596
254f8761,0.230565741658
c844a662,0.648003339767
7f6c85e8,0.0491961799562
35ee0cc8,0.433568418026
c1d99fe2,0.319435030222
55fc24ef,0.385126918554
77e489c7,0.200823381543
62ba2fba,0.0711149722338
ae4bfc26,0.115173585713
22f1d021,0.15490655601
72368746,0.054761596024
55e87de8,0.157771095634
c56dff49,0.0899045243859
ba724fb6,0.199414506555
b97b9d93,0.0521093085408
7025ac12,0.226964250207
bada76d3,0.420242130756
70a325eb,0.601570308208
fb19ca5a,0.198150038719
f6cd21a1,0.147264927626
91752493,0.0474250018597
92059fdf,0.0530539676547
4d233ac6,0.137388139963
46a1efca,0.130885183811
23b90f81,0.172590464354
2606c8da,0.0707293972373
23e6906d,0.0730214640498
cf75487d,0.0534041374922
e349f752,0.377948135138
d4e83772,0.178631618619
9952a8e0,0.0484749935567
edc38036,0.540956795216
e4b71e52,0.219281420112
ed39978f,0.540766835213
5b7a7697,0.403884768486
a4e3e0ba,0.0471012108028
1033c7f1,0.0560706332326
a16a0211,0.321341574192
2df10e76,0.204252108932
732df811,0.179185330868
80c8726f,0.213413789868
619bff69,0.0581842139363
ed7382a8,0.270243287086
3043e183,0.100721888244
8ab5791a,0.176139742136
6929face,0.285822600126
6b5088da,0.170555219054
685dc7f7,0.20944070816
919bcd48,0.119683898985
9a00037e,0.0722397267818
55f7ae64,0.077915251255
fed81014,0.459162354469
fd5e4491,0.137078046799
e9c994b8,0.0857711806893
e4594222,0.0864278227091
a7b6e286,0.19390463829
991360db,0.0737397670746
c5a0bc36,0.438483566046
2287c9f7,0.461900472641
0c9d90d6,0.0546146258712
41bfa3b9,0.10314527154
b00a6f27,0.245626360178
8a4b69ec,0.233057394624
6ea9ffd2,0.3039290905
d0c5aa85,0.370588004589
fc4b841d,0.503752529621
db1a3c00,0.0591742172837
9b4f540a,0.064669765532
7ac0c607,0.391853928566
af95a93c,0.0819426476955
a8ca0988,0.561583936214
e8a1b038,0.0471012108028
bb31d716,0.10612411797
b86b400e,0.0599529221654
852abc08,0.141881063581
ad4b1e5f,0.341991871595
2ff5b818,0.047141417861
bf15584a,0.192645177245
4a3c0db7,0.0560785084963
5f7f0c55,0.470581114292
9df0e397,0.16628305614
03302054,0.448655754328
000e4d9e,0.168676748872
ad5943a9,0.179583713412
f431031a,0.0489156022668
ee8dd67c,0.051695432514
656072a3,0.0931489765644
846372d4,0.342039167881
d1fd6caa,0.2062933743
8a0a63af,0.145142704248
670639bc,0.167067542672
ae5b92db,0.117246851325
41ccd2c6,0.159264340997
bdd23ab2,0.199473112822
270b42e3,0.11530213058
ef8b96c3,0.190744757652
bb8116c9,0.524851202965
594a53d3,0.19079041481
108caf2c,0.386890202761
18a185e1,0.0511247143149
ff9fc164,0.193812027574
8a590d23,0.229137346148
166a19f7,0.497210949659
ee20c405,0.0701345726848
814db0b5,0.168719485402
b0f9b8a1,0.0628964826465
73ffc5f4,0.0502352006733
0aa2b925,0.152895435691
f4bae3c6,0.0471012108028
92c81866,0.128580093384
6f0826b2,0.0971529409289
d1a14d14,0.102527119219
1e13d639,0.414874613285
3956b1e1,0.0896145999432
f2c6d57c,0.0482644066215
29f80519,0.0484749935567
04b13fd2,0.0721383392811
ce36e512,0.149424016476
8a4ba4e2,0.278357505798
1443cf62,0.146963059902
5125c494,0.0489505715668
604d8035,0.212892442942
80866567,0.0586934499443
9bb623c2,0.165595829487
a53a1a30,0.243074789643
103e0f7d,0.708096086979
cd3a841d,0.0541455447674
fb6b16a8,0.143446773291
89f62393,0.14655302465
2c85b2fa,0.153921887279
75950669,0.163454547524
d84ae194,0.246042653918
77bad6f5,0.0496797598898
2b213b2c,0.714832425117
8808e6a9,0.179998666048
b5a09122,0.322474092245
bf46c410,0.16352930665
42cc8a1d,0.654240369797
0744ba92,0.210170552135
b9996281,0.506931185722
471fb833,0.0525593683124
c449fd13,0.0689155980945
b059104a,0.134248092771
ba61790b,0.051695432514
deb5fa7a,0.29671600461
71d5d6e4,0.167420506477
766c271c,0.156477227807
df127511,0.643621563911
f7e04556,0.0696747973561
abe38822,0.153247848153
0e3c91a6,0.135613515973
efae8f71,0.230304256082
31c9f140,0.147009313107
aefc81ce,0.0634660199285
1fea3435,0.0548835210502
54d47ad8,0.0630075186491
df80a783,0.337873846292
9bc43f7e,0.173858210444
3e066076,0.300838202238
67bdc946,0.434664428234
32234ad9,0.134562849998
77b15b7d,0.0675893351436
2e515d51,0.0654537752271
37a0837e,0.042233388871
3dbfcd14,0.161535724998
5fdd715e,0.142874374986
1d762b15,0.1373270154
9a0373f1,0.0512311346829
9bf77a71,0.163613885641
32e355cf,0.134938418865
134cc999,0.301130175591
3a44e639,0.319372713566
2c90f768,0.104734577239
fb23d1c3,0.101720556617
a5d3c172,0.39584633708
583bd9b9,0.363334774971
f5e0b71d,0.345735669136
360675d0,0.438856750727
cb61f387,0.138605743647
017fd805,0.191312909126
99e4baf5,0.17864125967
56b0c4d1,0.269037157297
b5ea45de,0.0524656325579
